"","nuRepos","startDates","endDates","ginis","endLOCs","uniqueAuthors"
"369","jenkinsci/jenkins",2019-01-03,2019-04-02,0.171428571428571,127381,5
"370","jenkinsci/jenkins",2019-04-12,2019-07-05,0.25,128620,4
"371","jenkinsci/jenkins",2019-08-01,2019-10-25,0.456521739130435,130311,6
"372","jenkinsci/jenkins",2019-10-31,2020-01-29,0.335164835164835,130965,10
"373","jenkinsci/jenkins",2020-02-06,2020-05-05,0.93294434470377,134383,11
"374","jenkinsci/jenkins",2020-05-10,2020-07-21,0.463942307692307,136939,8
"375","apache/flink",2014-09-30,2014-09-30,0,151299,1
"376","apache/flink",2016-04-05,2016-07-01,0.287878787878788,303047,2
"377","apache/flink",2016-07-20,2016-10-14,0.311111111111111,368260,3
"378","apache/flink",2016-11-10,2017-01-30,0.622727272727273,392612,5
"379","apache/flink",2017-02-14,2017-05-10,0.26218487394958,435006,7
"380","apache/flink",2017-05-17,2017-08-15,0.404761904761905,446481,9
"381","apache/flink",2017-08-16,2017-11-08,0.555203619909502,474886,9
"382","apache/flink",2017-11-15,2018-02-13,0.766805472932778,512535,9
"383","apache/flink",2018-02-14,2018-05-15,0.466218785650906,533348,13
"384","apache/flink",2018-05-16,2018-08-09,0.677238805970149,565658,13
"385","apache/flink",2018-08-15,2018-11-12,0.645232974910394,572155,17
"386","apache/flink",2018-11-14,2019-02-12,0.59080701754386,571875,20
"387","apache/flink",2019-02-13,2019-05-13,0.527122464312548,639536,28
"388","apache/flink",2019-05-15,2019-08-08,0.5276889134032,702151,32
"389","apache/flink",2019-08-16,2019-11-14,0.551871127633209,722225,29
"390","apache/flink",2019-11-15,2020-02-12,0.457758736109252,760943,35
"391","apache/flink",2020-02-15,2020-05-15,0.486941664632656,829762,40
"392","apache/flink",2020-05-16,2020-07-24,0.513724481043059,857665,24
"393","realm/realm-java",2015-12-16,2016-01-07,0.416666666666667,35049,2
"394","realm/realm-java",2017-07-24,2017-10-03,0.73990873990874,69224,5
"395","realm/realm-java",2017-10-23,2018-01-16,0.325,70778,2
"396","realm/realm-java",2018-01-29,2018-04-17,0.546296296296296,74492,3
"397","realm/realm-java",2018-06-25,2018-08-31,0.333333333333333,75820,2
"398","realm/realm-java",2018-09-24,2018-11-05,0.541666666666667,78820,2
"399","realm/realm-java",2019-01-15,2019-03-21,0,79066,1
"400","realm/realm-java",2019-05-01,2019-05-01,0,79264,1
"401","realm/realm-java",2019-08-29,2019-09-30,0.45,74537,1
"402","realm/realm-java",2019-12-12,2019-12-12,0,74781,1
