dateGrouping,,nuRepos,startDates,cumAuthors,cumCommits,cumCheckers,windowAuthors,windowCommits,windowCheckers,ginisCumAuthors,ginisCumCommits,ginisWindowAuthors,ginisWindowCommits,totalLinesAddedPerPeriod,cumLinesAdded,sumOfCommit,cumCommit,uniqueAuthorNum,cumAuthorNumber,giniLoCWindow,giniLoCCum,giniCommitWindow,giniCommitCum
14,109,elastic/elasticsearch,2013/7/1,141,6402,104,42,937,21,0.982815057,0.99738363,0.962585034,0.998322915,190664,1300681,896,6626,50,154,0.890631623,0.967789553,0.917180031,0.901599554
15,110,elastic/elasticsearch,2013/10/1,174,7234,114,60,832,10,0.985682597,0.997332286,0.96,0.996394231,175606,1476287,1142,7768,67,190,0.878366999,0.967823394,0.888033778,0.900005133
16,111,elastic/elasticsearch,2014/1/1,235,8419,120,91,1185,6,0.987021277,0.997473968,0.974358974,0.998030942,106349,1582636,980,8748,98,254,0.839390693,0.969353066,0.85598314,0.897159696
17,112,elastic/elasticsearch,2014/4/1,302,9302,122,111,883,2,0.989957659,0.99759967,0.981981982,0.997734994,254799,1837435,1025,9773,120,330,0.936031041,0.970708516,0.937963509,0.902835026
18,113,elastic/elasticsearch,2014/7/1,377,10687,130,112,1385,8,0.990777392,0.997702457,0.975446429,0.99801444,116199,1953634,1440,11213,119,408,0.878518602,0.972987773,0.809391166,0.897482773
19,114,elastic/elasticsearch,2014/10/1,459,12173,137,137,1486,7,0.991301306,0.997769984,0.97810219,0.997981157,109862,2063496,1293,12506,121,474,0.879287045,0.974070854,0.805157644,0.892678321
20,115,elastic/elasticsearch,2015/1/1,504,13308,146,91,1135,9,0.990731681,0.99767778,0.94993895,0.995986295,176434,2239930,1516,14022,106,532,0.874164304,0.9747214,0.846488589,0.889112645
21,116,elastic/elasticsearch,2015/4/1,560,15645,221,111,2337,75,0.989633161,0.997032866,0.968408408,0.993125089,253831,2493761,2448,16470,106,583,0.855435047,0.974423219,0.887906851,0.88952205
22,117,elastic/elasticsearch,2015/7/1,614,18556,263,113,2911,42,0.986481465,0.996641755,0.917825537,0.993963783,243079,2736840,2925,19395,115,634,0.864584274,0.974001289,0.882361934,0.889717889
23,118,elastic/elasticsearch,2015/10/1,676,21189,302,125,2633,39,0.98613778,0.996664519,0.963692308,0.996659752,248672,2985512,2785,22180,114,691,0.838984971,0.973103965,0.890501372,0.890338895
24,119,elastic/elasticsearch,2016/1/1,724,23978,353,112,2789,51,0.985737874,0.996625211,0.953256303,0.996266847,251868,3237380,2520,24700,127,750,0.849430768,0.97318017,0.873937509,0.889118895
25,120,elastic/elasticsearch,2016/4/1,780,26478,404,125,2500,51,0.984856563,0.996413985,0.937098039,0.994219608,412442,3649822,2600,27300,110,794,0.865941406,0.972649105,0.905633724,0.89103592
26,121,elastic/elasticsearch,2016/7/1,817,28635,560,107,2157,156,0.982802938,0.996206441,0.934938893,0.991637245,152096,3801918,1868,29168,110,832,0.8425935,0.972917667,0.842161241,0.889130612
27,122,elastic/elasticsearch,2016/10/1,887,30501,657,135,1866,97,0.982708118,0.995967246,0.939900725,0.991994564,336461,4138379,2060,31228,141,907,0.89490754,0.972859284,0.893025625,0.883627543
28,123,elastic/elasticsearch,2017/1/1,950,32254,722,131,1753,65,0.983015017,0.995834398,0.957134469,0.993409101,191763,4330142,1726,32954,123,972,0.812285024,0.972898994,0.811843245,0.889503223
29,124,elastic/elasticsearch,2017/4/1,1005,34322,785,127,2068,63,0.982970498,0.995551794,0.921634796,0.990551411,266562,4596704,1934,34888,117,1014,0.814658698,0.972076097,0.832877367,0.886305287
30,125,elastic/elasticsearch,2017/7/1,1043,35740,819,109,1418,34,0.983211526,0.995478435,0.930922828,0.993487099,117912,4714616,1170,36058,113,1059,0.804999855,0.972475909,0.801795743,0.88358823
31,126,elastic/elasticsearch,2017/10/1,1086,37077,870,119,1337,51,0.983435998,0.99544415,0.951392322,0.994236438,459276,5173892,1678,37736,121,1102,0.898597575,0.972099562,0.91984313,0.881628227
32,127,elastic/elasticsearch,2018/1/1,1140,38560,931,134,1483,61,0.983144892,0.995237826,0.923782726,0.989863259,145634,5319526,1322,39058,126,1153,0.831983081,0.972524914,0.824980154,0.885226283
33,128,elastic/elasticsearch,2018/4/1,1183,40172,961,116,1612,30,0.982957489,0.995142091,0.920114943,0.991066998,383011,5702537,1598,40656,117,1195,0.839562319,0.972435871,0.897043779,0.884882708
34,129,elastic/elasticsearch,2018/7/1,1228,41786,1046,124,1614,85,0.982017738,0.994953024,0.927229602,0.99009403,289647,5992184,1702,42358,125,1249,0.740868668,0.971563024,0.788848136,0.881529852
35,130,elastic/elasticsearch,2018/10/1,1276,43499,1193,138,1713,147,0.979842577,0.994403683,0.912106872,0.980687897,287549,6279733,1853,44211,143,1300,0.754103832,0.970834358,0.788825684,0.878129182
36,131,elastic/elasticsearch,2019/1/1,1340,45317,1299,144,1818,106,0.978990153,0.994070323,0.883647799,0.985947651,331084,6610817,1586,45797,137,1354,0.866392712,0.971226309,0.89817686,0.879166863
37,132,elastic/elasticsearch,2019/4/1,1394,46804,1404,139,1487,105,0.978786783,0.994069406,0.935114765,0.992231082,210647,6821464,1617,47414,139,1409,0.779249411,0.971263807,0.815275604,0.877325306
38,133,elastic/elasticsearch,2019/7/1,1446,48475,1620,146,1671,216,0.978029643,0.993944849,0.93600964,0.986950595,223547,7045011,1653,49067,153,1467,0.79711908,0.970971689,0.799302839,0.875089621
39,134,elastic/elasticsearch,2019/10/1,1496,49755,1750,148,1280,130,0.978753247,0.993528449,0.933160083,0.977451923,199010,7244021,1261,50328,144,1521,0.80053615,0.970863178,0.819962122,0.873786552
40,135,elastic/elasticsearch,2020/1/1,1562,51521,2018,169,1766,268,0.979611791,0.993526363,0.943654509,0.989401802,303260,7547281,1851,52179,160,1578,0.784930298,0.970787292,0.825138978,0.872135467
41,136,elastic/elasticsearch,2020/4/1,1614,53248,2261,146,1727,243,0.979770386,0.993171679,0.915186876,0.981897293,273004,7820285,1801,53980,144,1628,0.769300084,0.970554613,0.796285634,0.869870438
42,137,elastic/elasticsearch,2020/7/1,1625,53819,2396,82,571,135,0.979565943,0.993068261,0.895663957,0.977855614,195983,8016268,1525,55505,123,1663,0.734637907,0.970453476,0.785645189,0.867970363
0,138,eclipse-vertx/vert.x,2013/7/1,9,74,0,9,74,0,NA,NA,NA,NA,64805,64805,112,112,10,10,0.932830972,0.932830972,0.974282376,0.974282376
1,139,eclipse-vertx/vert.x,2013/10/1,14,180,0,11,106,0,NA,NA,NA,NA,10853,75658,194,306,17,21,0.944162904,0.950787755,0.888643765,0.964328607
2,140,eclipse-vertx/vert.x,2014/1/1,25,367,0,19,187,0,NA,NA,NA,NA,4000,79658,103,409,17,31,0.9108125,0.958329358,0.933642157,0.964218665
3,141,eclipse-vertx/vert.x,2014/4/1,33,514,0,16,147,0,NA,NA,NA,NA,45469,125127,188,597,6,33,0.900521234,0.939898064,0.730178274,0.913497846
4,142,eclipse-vertx/vert.x,2014/7/1,34,684,0,6,170,0,NA,NA,NA,NA,30889,156016,164,761,8,37,0.788246394,0.938446484,0.842894417,0.900325338
5,143,eclipse-vertx/vert.x,2014/10/1,37,871,0,9,187,0,NA,NA,NA,NA,21835,177851,131,892,6,37,0.90697504,0.930874096,0.91551743,0.902608068
6,144,eclipse-vertx/vert.x,2015/1/1,38,1001,0,6,130,0,NA,NA,NA,NA,10475,188326,137,1029,9,41,0.902147971,0.934845959,0.808802471,0.897753641
7,145,eclipse-vertx/vert.x,2015/4/1,51,1251,0,17,250,0,NA,NA,NA,NA,18933,207259,270,1299,17,52,0.893816352,0.941688949,0.836058557,0.893658635
8,146,eclipse-vertx/vert.x,2015/7/1,57,1433,0,12,182,0,NA,NA,NA,NA,30553,237812,207,1506,13,58,0.860515607,0.933567309,0.895126057,0.893679996
9,147,eclipse-vertx/vert.x,2015/10/1,63,1601,37,14,168,37,0.984126984,0.99937539,0.928571429,0.994047619,6147,243959,129,1635,12,64,0.740331573,0.935932768,0.731235765,0.890669291
10,148,eclipse-vertx/vert.x,2016/1/1,68,1909,54,8,308,17,0.985294118,0.998137477,0.875,0.976890756,39312,283271,385,2020,15,75,0.966651404,0.945518698,0.764411948,0.874203944
11,149,eclipse-vertx/vert.x,2016/4/1,80,2214,54,19,305,0,0.9875,0.998394058,NA,NA,16754,300025,257,2277,12,81,0.897967378,0.947705025,0.774341202,0.869197505
12,150,eclipse-vertx/vert.x,2016/7/1,90,2382,54,15,168,0,0.988888889,0.998507323,NA,NA,3634,303659,133,2410,19,93,0.903045313,0.95354672,0.801120728,0.870402544
13,151,eclipse-vertx/vert.x,2016/10/1,97,2459,54,13,77,0,0.989690722,0.998554064,NA,NA,5838,309497,74,2484,10,97,0.755167295,0.952700672,0.835414643,0.869616655
14,152,eclipse-vertx/vert.x,2017/1/1,109,2689,58,20,230,4,0.990192977,0.99830728,0.9,0.991304348,14676,324173,279,2763,23,112,0.896646349,0.955764027,0.778539229,0.866133703
15,153,eclipse-vertx/vert.x,2017/4/1,116,2889,61,17,200,3,0.990814019,0.998223902,0.941176471,0.995,8992,333165,184,2947,14,118,0.921058034,0.957395664,0.746734195,0.863435833
16,154,eclipse-vertx/vert.x,2017/7/1,124,3075,62,14,186,1,0.990894901,0.998206137,0.928571429,0.994623656,10916,344081,180,3127,18,128,0.912292803,0.958898984,0.835223167,0.862797634
17,155,eclipse-vertx/vert.x,2017/10/1,130,3247,62,12,172,0,0.991315136,0.998301161,NA,NA,17662,361743,218,3345,12,134,0.870518113,0.958412755,0.82594098,0.861140293
18,156,eclipse-vertx/vert.x,2018/1/1,135,3379,62,14,132,0,0.991636798,0.998367526,NA,NA,8372,370115,119,3464,13,141,0.977365026,0.960366025,0.878244269,0.861963183
19,157,eclipse-vertx/vert.x,2018/4/1,148,3568,65,19,189,3,0.992411642,0.998279579,0.947368421,0.994708995,12013,382128,136,3600,15,150,0.884149314,0.960412471,0.843473274,0.861307926
20,158,eclipse-vertx/vert.x,2018/7/1,157,3686,65,13,118,0,0.992846644,0.998334655,NA,NA,11252,393380,147,3747,15,161,0.911266568,0.961561086,0.792038189,0.859260124
21,159,eclipse-vertx/vert.x,2018/10/1,162,3837,66,9,151,1,0.993078938,0.998294122,0.888888889,0.993377483,6831,400211,103,3850,7,164,0.802713122,0.961175235,0.776511922,0.857794329
22,160,eclipse-vertx/vert.x,2019/1/1,167,3941,66,9,104,0,0.993286155,0.998339139,NA,NA,9441,409652,106,3956,7,167,0.909684709,0.961614231,0.722662551,0.8549554
23,161,eclipse-vertx/vert.x,2019/4/1,170,4007,92,6,66,26,0.991304348,0.998063172,0.692307692,0.967365967,12914,422566,76,4032,8,170,0.873271533,0.961218285,0.808296939,0.854187047
24,162,eclipse-vertx/vert.x,2019/7/1,176,4086,99,12,79,7,0.991792929,0.997950627,0.916666667,0.987341772,22804,445370,114,4146,12,178,0.969447146,0.963762169,0.90265021,0.856567423
25,163,eclipse-vertx/vert.x,2019/10/1,181,4241,123,12,155,24,0.992498765,0.997486787,0.916666667,0.983333333,15119,460489,141,4287,10,182,0.955376237,0.965212503,0.82006463,0.855338311
26,164,eclipse-vertx/vert.x,2020/1/1,186,4335,123,10,94,0,0.992700411,0.997541283,NA,NA,9165,469654,92,4379,11,187,0.935690125,0.965621042,0.820458865,0.854596535
27,165,eclipse-vertx/vert.x,2020/4/1,191,4533,125,12,198,2,0.992335079,0.997534525,0.916666667,0.994949495,11248,480902,198,4577,12,193,0.906520755,0.96666856,0.820823194,0.854175226
28,166,eclipse-vertx/vert.x,2020/7/1,193,4577,126,6,44,1,0.99202237,0.997485703,0.833333333,0.977272727,10799,491701,144,4721,8,197,0.958858624,0.967544881,0.771504355,0.852406321
0,167,halo-dev/halo,2018/1/1,1,24,0,1,24,0,0,NA,0,NA,207987,207987,24,24,1,1,1,1,0.976879826,0.976879826
1,168,halo-dev/halo,2018/4/1,5,118,0,5,94,0,NA,NA,NA,NA,107641,315628,94,118,5,5,0.976263691,0.991905027,0.924044212,0.956963672
2,169,halo-dev/halo,2018/7/1,7,237,0,4,119,0,NA,NA,NA,NA,11235,326863,119,237,4,7,0.999169263,0.983280457,0.75337663,0.96135721
3,170,halo-dev/halo,2018/10/1,9,374,0,5,137,0,NA,NA,NA,NA,117738,444601,137,374,5,9,0.995443272,0.923956536,0.976650299,0.965374442
4,171,halo-dev/halo,2019/1/1,11,764,259,5,390,259,0.904878905,0.974878207,0.790733591,0.950787051,29491,474092,390,764,5,11,0.803957139,0.922538242,0.678615906,0.952488326
5,172,halo-dev/halo,2019/4/1,16,1379,682,9,615,423,0.926319648,0.946778128,0.859994747,0.907647658,44729,518821,615,1379,9,16,0.888551052,0.936008244,0.809926708,0.943829902
6,173,halo-dev/halo,2019/7/1,22,1472,747,10,93,65,0.938724595,0.945309317,0.841538462,0.921422663,4113,522934,93,1472,10,22,0.81759732,0.952808394,0.662290299,0.941980686
7,174,halo-dev/halo,2019/10/1,29,1636,941,12,164,194,0.944483125,0.941728874,0.871134021,0.905582097,10943,533877,164,1636,12,29,0.936497387,0.962954549,0.77324216,0.93870918
8,175,halo-dev/halo,2020/1/1,37,1783,1091,13,147,150,0.94195754,0.941561843,0.824615385,0.934240363,12624,546501,147,1783,13,37,0.740837558,0.966092163,0.775618739,0.93504046
9,176,halo-dev/halo,2020/4/1,46,1831,1174,14,48,83,0.944041182,0.943848931,0.858003442,0.958584337,2522,549023,48,1831,14,46,0.665161959,0.970636729,0.86663742,0.934972093
10,177,halo-dev/halo,2020/7/1,51,1852,1210,10,21,36,0.944385027,0.943428592,0.794444444,0.886243386,4751,553774,47,1878,20,61,0.867839458,0.975560427,0.833984607,0.934048775
0,178,google/guava,2009/4/1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1,179,google/guava,2009/7/1,2,2,2,1,1,2,0.5,0.5,0,0,13880,13880,3,4,1,2,1,1,0.999855908,0.999903939
2,180,google/guava,2009/10/1,2,4,2,1,2,0,0.5,0.75,0,NA,34839,48719,3,7,1,2,1,1,0.921668245,0.867731275
3,181,google/guava,2010/1/1,2,7,176,1,3,174,0.5,0.829545455,0,0.616858238,19654,68373,16,23,2,3,0.954513076,0.993462332,0.767701231,0.859241354
4,182,google/guava,2010/4/1,4,36,245,3,29,69,0.747959184,0.940022676,0.657004831,0.943528236,28390,96763,42,65,4,5,0.941129506,0.980116367,0.933715925,0.909510221
5,183,google/guava,2010/7/1,5,92,344,3,56,99,0.745348837,0.944893832,0.363636364,0.918290043,10335,107098,32,97,3,5,0.322302854,0.947403313,0.683961484,0.897996656
6,184,google/guava,2010/10/1,5,98,346,3,6,2,0.74566474,0.946620267,0.666666667,0.833333333,5701,112799,42,139,2,6,0.548500263,0.928765326,0.690058655,0.899532078
7,185,google/guava,2011/1/1,6,187,348,2,89,2,0.784482759,0.971018501,0,0.97752809,23563,136362,161,300,3,6,0.987310614,0.871078453,0.80185195,0.894574833
8,186,google/guava,2011/4/1,6,369,385,3,182,37,0.757142857,0.976693767,0.666666667,0.956489456,117206,253568,203,503,5,8,0.781521424,0.717422658,0.941700008,0.916234937
9,187,google/guava,2011/7/1,8,566,462,5,197,77,0.755411255,0.97593043,0.587012987,0.96538994,163796,417364,198,701,2,9,0.984370803,0.831816472,0.94719611,0.927795381
10,188,google/guava,2011/10/1,10,761,571,3,195,109,0.75849387,0.977011997,0.660550459,0.978405081,24769,442133,144,845,4,11,0.593416502,0.848227117,0.827539895,0.92281299
11,189,google/guava,2012/1/1,11,949,605,4,188,34,0.752216379,0.977704238,0.367647059,0.96620776,35465,477598,223,1068,5,13,0.669956295,0.834798303,0.806478408,0.91495836
12,190,google/guava,2012/4/1,14,1152,686,6,203,81,0.763223657,0.974975705,0.734567901,0.949948306,40136,517734,226,1294,6,14,0.675184373,0.806682136,0.817866365,0.907667612
13,191,google/guava,2012/7/1,14,1337,748,5,185,62,0.730901451,0.974225959,0.535483871,0.95902354,162626,680360,231,1525,5,15,0.871318239,0.795062068,0.939522318,0.915031017
14,192,google/guava,2012/10/1,15,1583,885,5,246,137,0.674199623,0.969258827,0.408759124,0.932199869,17603,697963,177,1702,5,16,0.587570301,0.799425089,0.745427561,0.911567115
15,193,google/guava,2013/1/1,16,1799,941,5,216,56,0.677138682,0.968062904,0.471428571,0.942460317,94408,792371,194,1896,6,16,0.869244132,0.748735883,0.941834538,0.915182505
16,194,google/guava,2013/4/1,16,1949,958,6,150,17,0.67158142,0.968636558,0.578431373,0.954901961,9546,801917,135,2031,5,16,0.599937146,0.745695045,0.750477656,0.914093184
17,195,google/guava,2013/7/1,16,2050,964,4,101,6,0.670124481,0.969382654,0.583333333,0.95709571,4755,806672,84,2115,4,16,0.837644585,0.74582135,0.74954455,0.913830493
18,196,google/guava,2013/10/1,16,2165,987,5,115,23,0.666350051,0.969945083,0.608695652,0.976181474,8316,814988,125,2240,5,16,0.70045695,0.74205019,0.77338089,0.913228868
19,197,google/guava,2014/1/1,16,2271,991,4,106,4,0.665678607,0.970937468,0.5,0.981132075,6030,821018,106,2346,4,16,0.503040354,0.740377596,0.777038616,0.912950187
20,198,google/guava,2014/4/1,16,2392,998,3,121,7,0.663326653,0.971689198,0.285714286,0.970484061,5852,826870,100,2446,3,16,0.400717703,0.736653162,0.846696631,0.913436137
21,199,google/guava,2014/7/1,17,2489,1006,4,97,8,0.682142439,0.972021627,0.5,0.958762887,7826,834696,104,2550,13,27,0.784585569,0.842735098,0.798721712,0.91274265
22,200,google/guava,2014/10/1,38,2591,1027,24,102,21,0.852585456,0.972051033,0.878968254,0.967787115,18866,853562,166,2716,33,53,0.868954071,0.911461706,0.803109651,0.910403859
23,201,google/guava,2015/1/1,55,2751,1058,30,160,31,0.887231483,0.971999184,0.865591398,0.964314516,7228,860790,120,2836,27,65,0.766942659,0.924414419,0.788688248,0.910066949
24,202,google/guava,2015/4/1,68,2911,1072,28,160,14,0.905591528,0.972484067,0.882653061,0.969642857,23154,883944,165,3001,26,76,0.877363738,0.928367438,0.857671434,0.908708623
25,203,google/guava,2015/7/1,84,3025,1085,31,114,13,0.921735791,0.972476673,0.858560794,0.953441296,7367,891311,109,3110,36,98,0.896550253,0.942587524,0.865943723,0.908975754
26,204,google/guava,2015/10/1,101,3166,1095,33,141,10,0.932591889,0.973046669,0.909090909,0.978723404,44008,935319,207,3317,34,114,0.897850529,0.942486746,0.864810105,0.907021707
27,205,google/guava,2016/1/1,119,3378,1212,35,212,117,0.937987076,0.975904074,0.96996337,0.992541526,14488,949807,129,3446,37,133,0.890556936,0.947785453,0.894561447,0.907195786
28,206,google/guava,2016/4/1,141,3514,1220,42,136,8,0.946180677,0.976167928,0.886904762,0.954044118,16230,966037,225,3671,39,151,0.870836982,0.950892468,0.762432884,0.905190617
29,207,google/guava,2016/7/1,159,3759,1282,38,245,62,0.946781267,0.976363332,0.926994907,0.978406847,18448,984485,193,3864,52,179,0.924074877,0.956118972,0.891722115,0.905696879
30,208,google/guava,2016/10/1,183,3903,1335,52,144,53,0.949501648,0.976950603,0.964078374,0.984669811,5926,990411,119,3983,34,191,0.738103274,0.957552593,0.70980225,0.904918128
31,209,google/guava,2017/1/1,198,4045,1358,31,142,23,0.951622261,0.977349807,0.939691445,0.986834048,475464,1465875,180,4163,32,204,0.991762885,0.964247034,0.992326766,0.933140454
32,210,google/guava,2017/4/1,209,4216,1373,34,171,15,0.953069624,0.977519656,0.896078431,0.969980507,16175,1482050,144,4307,37,222,0.819605015,0.965130939,0.77681348,0.931452887
33,211,google/guava,2017/7/1,229,4362,1423,43,146,50,0.955555487,0.977859157,0.964651163,0.984109589,14472,1496522,162,4469,43,241,0.859311248,0.966171803,0.7742018,0.929989384
34,212,google/guava,2017/10/1,245,4555,2989,34,193,1566,0.972305255,0.986824944,0.965442116,0.98658673,105240,1601762,187,4656,28,251,0.978867351,0.966494553,0.971344045,0.932683475
35,213,google/guava,2018/1/1,255,4673,3037,27,118,48,0.972499952,0.985867362,0.925925926,0.880649718,7497,1609259,78,4734,35,271,0.836208993,0.968056239,0.833963022,0.932231814
36,214,google/guava,2018/4/1,272,4743,3214,29,70,177,0.970510451,0.986202967,0.951490357,0.978934625,4152,1613411,64,4798,31,286,0.82679833,0.969119299,0.76709637,0.931853252
37,215,google/guava,2018/7/1,292,4816,3220,35,73,6,0.972302816,0.986226553,0.914285714,0.95890411,4576,1617987,53,4851,27,298,0.817055541,0.969940601,0.845775619,0.931629828
38,216,google/guava,2018/10/1,300,4859,3236,19,43,16,0.972622579,0.986255037,0.947368421,0.976744186,2195,1620182,46,4897,25,312,0.82095672,0.970889936,0.799200202,0.931535508
39,217,google/guava,2019/1/1,315,4916,3330,28,57,94,0.974361028,0.986484776,0.962006079,0.98133632,4385,1624567,75,4972,31,328,0.838388445,0.97178406,0.739412617,0.931096263
40,218,google/guava,2019/4/1,331,5008,3339,30,92,9,0.975353983,0.986569617,0.937037037,0.979468599,3923,1628490,75,5047,30,342,0.87762708,0.972584015,0.832250553,0.931017371
41,219,google/guava,2019/7/1,348,5069,3365,29,61,26,0.976339431,0.986359238,0.931034483,0.94703657,6794,1635284,90,5137,45,369,0.814421816,0.973757533,0.763251117,0.930358469
42,220,google/guava,2019/10/1,373,5168,3470,45,99,105,0.976926702,0.986222353,0.93968254,0.970851371,6600,1641884,71,5208,26,381,0.929757576,0.974173847,0.780727273,0.929748818
43,221,google/guava,2020/1/1,385,5233,3784,24,65,314,0.978694984,0.98671294,0.94081741,0.975600196,4540,1646424,60,5268,25,395,0.83493025,0.974497725,0.696109908,0.92914276
44,222,google/guava,2020/4/1,399,5294,3798,27,61,14,0.97907354,0.986655037,0.920634921,0.964871194,7025,1653449,55,5323,24,403,0.78285007,0.974404713,0.71263477,0.92829187
45,223,google/guava,2020/7/1,400,5308,3800,7,14,2,0.979047368,0.986637746,0.857142857,0.928571429,12540,1665989,78,5401,31,416,0.908144604,0.974264294,0.908450879,0.928144344
0,224,google/ExoPlayer,2014/4/1,1,3,0,1,3,0,0,NA,0,NA,27689,27689,53,53,4,4,0.997905305,0.997905305,0.956048917,0.956048917
1,225,google/ExoPlayer,2014/7/1,4,96,0,4,93,0,NA,NA,NA,NA,14633,42322,179,232,5,7,0.82102098,0.956319015,0.852925932,0.920471397
2,226,google/ExoPlayer,2014/10/1,10,300,0,8,204,0,NA,NA,NA,NA,17123,59445,191,423,12,16,0.915307959,0.956674797,0.862630442,0.903434494
3,227,google/ExoPlayer,2015/1/1,18,465,0,12,165,0,NA,NA,NA,NA,25552,84997,247,670,12,23,0.978859509,0.968004218,0.848123514,0.886403341
4,228,google/ExoPlayer,2015/4/1,24,761,0,11,296,0,NA,NA,NA,NA,13968,98965,197,867,11,27,0.918957617,0.964672048,0.765326577,0.869849011
5,229,google/ExoPlayer,2015/7/1,30,989,0,11,228,0,NA,NA,NA,NA,16656,115621,255,1122,11,33,0.969356388,0.967983757,0.781992916,0.85752089
6,230,google/ExoPlayer,2015/10/1,42,1173,0,18,184,0,NA,NA,NA,NA,10744,126365,140,1262,18,46,0.784437826,0.955269611,0.793837752,0.852188603
8,231,google/ExoPlayer,2016/1/1,46,1262,0,15,89,0,NA,NA,NA,NA,94986,221351,663,1925,16,53,0.893890328,0.937419789,0.757619329,0.820598551
9,232,google/ExoPlayer,2016/4/1,51,1654,0,12,392,0,NA,NA,NA,NA,26335,247686,311,2236,30,68,0.826922347,0.939437041,0.782331865,0.81663124
10,233,google/ExoPlayer,2016/7/1,58,2028,0,21,374,0,NA,NA,NA,NA,34142,281828,349,2585,34,90,0.884154059,0.944480281,0.870752274,0.824300083
11,234,google/ExoPlayer,2016/10/1,72,2334,0,29,306,0,NA,NA,NA,NA,28533,310361,308,2893,32,105,0.8654009,0.946569727,0.82971406,0.824871229
12,235,google/ExoPlayer,2017/1/1,97,2706,11,41,372,11,0.982193065,0.999361688,0.957871397,0.995356794,36048,346409,518,3411,26,118,0.835412783,0.946245055,0.757546461,0.818464088
13,236,google/ExoPlayer,2017/4/1,109,3076,24,29,370,13,0.97324159,0.998374512,0.901856764,0.99022869,27600,374009,479,3890,37,135,0.865348229,0.947938558,0.773925475,0.81609821
14,237,google/ExoPlayer,2017/7/1,120,3573,68,25,497,44,0.966421569,0.996501539,0.863636364,0.984543625,53886,427895,494,4384,28,148,0.867568158,0.951605872,0.799618893,0.814140835
15,238,google/ExoPlayer,2017/10/1,138,4081,120,33,508,52,0.97294686,0.994225272,0.924242424,0.977665051,50460,478355,410,4794,32,161,0.882740721,0.954822778,0.791749256,0.812353425
16,239,google/ExoPlayer,2018/1/1,151,4553,204,29,472,84,0.972341254,0.991098306,0.883415435,0.963276836,46748,525103,494,5288,36,179,0.856316542,0.956795785,0.790669007,0.810387843
17,240,google/ExoPlayer,2018/4/1,167,4957,498,31,404,294,0.980593031,0.989191383,0.925608953,0.953812218,29087,554190,454,5742,30,192,0.831160502,0.958287861,0.736271281,0.806717717
18,241,google/ExoPlayer,2018/7/1,181,5408,900,35,451,402,0.981104972,0.985685404,0.905472637,0.942957055,28478,582668,453,6195,18,198,0.76913035,0.95929261,0.736959037,0.803483508
19,242,google/ExoPlayer,2018/10/1,193,5858,1060,30,450,160,0.979186626,0.983220495,0.828333333,0.951277778,28223,610891,485,6680,19,205,0.851106466,0.961074456,0.733648601,0.800601446
20,243,google/ExoPlayer,2019/1/1,198,6313,1298,16,455,238,0.97979798,0.979861303,0.817752101,0.933844307,32340,643231,398,7078,21,215,0.812560297,0.960424299,0.827145147,0.802381285
21,244,google/ExoPlayer,2019/4/1,206,6761,1556,22,448,258,0.980601243,0.977538841,0.8534179,0.943469684,36869,680100,605,7683,25,224,0.784116286,0.958492269,0.820787632,0.804662782
22,245,google/ExoPlayer,2019/7/1,214,7236,2018,18,475,462,0.980567417,0.97567895,0.823713324,0.943777626,107444,787544,742,8425,24,231,0.784500885,0.955901473,0.825661484,0.808599404
23,246,google/ExoPlayer,2019/10/1,220,7692,2471,18,456,453,0.978369081,0.972813445,0.756806475,0.925966268,54337,841881,671,9096,38,251,0.821116366,0.957513074,0.723766467,0.803384605
24,247,google/ExoPlayer,2020/1/1,222,7841,2617,12,149,146,0.977363875,0.970973002,0.621004566,0.867702491,72637,914518,614,9710,25,259,0.720565965,0.954757614,0.849963755,0.807119973
25,248,google/ExoPlayer,2020/4/1,222,7969,2694,12,128,77,0.97696583,0.969844543,0.689393939,0.886059253,52431,966949,588,10298,27,266,0.757531877,0.95462417,0.780501262,0.805643833
0,249,skylot/jadx,2013/1/1,2,16,0,2,16,0,NA,NA,NA,NA,16786,16786,50,50,2,2,0.998570237,0.998570237,0.924045062,0.924045062
1,250,skylot/jadx,2013/4/1,2,60,0,2,44,0,NA,NA,NA,NA,5667,22453,40,90,2,2,0.99964708,0.998842026,0.678788126,0.863000715
2,251,skylot/jadx,2013/7/1,2,113,0,2,53,0,NA,NA,NA,NA,3314,25767,44,134,3,3,0.897103199,0.985756976,0.511459488,0.819189375
3,252,skylot/jadx,2013/10/1,3,155,0,3,42,0,NA,NA,NA,NA,5013,30780,36,170,1,3,1,0.988076673,0.619024821,0.787793503
4,253,skylot/jadx,2014/1/1,3,200,0,1,45,0,NA,NA,0,NA,9417,40197,52,222,4,5,0.994407278,0.993307958,0.679811438,0.76493372
5,254,skylot/jadx,2014/4/1,5,237,0,4,37,0,NA,NA,NA,NA,6307,46504,60,282,4,7,0.969029121,0.991291072,0.651380092,0.748674893
6,255,skylot/jadx,2014/7/1,7,304,0,4,67,0,NA,NA,NA,NA,8115,54619,60,342,3,7,0.958841651,0.989362676,0.551736166,0.721564027
7,256,skylot/jadx,2014/10/1,10,379,10,5,75,10,0.9,0.993667546,0.8,0.968,10421,65040,69,411,5,10,0.890701468,0.978170698,0.80986639,0.737611376
