dateGrouping,,nuRepos,startDates,cumAuthors,cumCommits,cumCheckers,windowAuthors,windowCommits,windowCheckers,ginisCumAuthors,ginisCumCommits,ginisWindowAuthors,ginisWindowCommits,totalLinesAddedPerPeriod,cumLinesAdded,sumOfCommit,cumCommit,uniqueAuthorNum,cumAuthorNumber,giniLoCWindow,giniLoCCum,giniCommitWindow,giniCommitCum
34,408,signalapp/Signal-Android,2020/4/1,241,5727,9570,14,550,2076,0.98724836,0.965508702,0.805670245,0.866454721,76241,1721289,581,6065,13,245,0.85307774,0.992488888,0.812938916,0.936047459
35,409,signalapp/Signal-Android,2020/7/1,241,5857,10111,5,130,541,0.987214533,0.963687667,0.532347505,0.879212285,65023,1786312,452,6517,11,249,0.750008459,0.991846058,0.823703453,0.932088777
0,410,eugenp/tutorials,2013/4/1,3,147,0,3,147,0,NA,NA,NA,NA,16214,16214,147,147,3,3,0.670593314,0.670593314,0.75356744,0.75356744
1,411,eugenp/tutorials,2013/7/1,4,282,0,3,135,0,NA,NA,NA,NA,14809,31023,135,282,3,4,0.965156324,0.86480998,0.789533997,0.769635042
2,412,eugenp/tutorials,2013/10/1,4,388,0,2,106,0,NA,NA,NA,NA,12635,43658,106,388,2,4,0.747843292,0.843862141,0.734156444,0.758835738
3,413,eugenp/tutorials,2014/1/1,4,454,0,1,66,0,NA,NA,0,NA,6517,50175,66,454,1,4,1,0.864142169,0.672024646,0.74866871
4,414,eugenp/tutorials,2014/4/1,9,583,0,7,129,0,NA,NA,NA,NA,10923,61098,129,583,7,9,0.658030456,0.858039543,0.748510883,0.74880787
5,415,eugenp/tutorials,2014/7/1,11,708,2,6,125,2,0.909090909,0.998587571,0.833333333,0.992,16557,77655,125,708,6,11,0.807960379,0.847868135,0.85420064,0.771261146
6,416,eugenp/tutorials,2014/10/1,12,908,2,5,200,0,0.916666667,0.998898678,NA,NA,664147,741802,200,908,5,12,0.910274382,0.9274793,0.994400904,0.972620798
7,417,eugenp/tutorials,2015/1/1,13,1141,2,5,233,0,0.923076923,0.999123576,NA,NA,18007,759809,233,1141,5,13,0.906758483,0.933329078,0.866977497,0.970655264
8,418,eugenp/tutorials,2015/4/1,16,1251,2,6,110,0,0.9375,0.999200639,NA,NA,42149,801958,110,1251,6,16,0.952179174,0.946293613,0.950804061,0.970336076
9,419,eugenp/tutorials,2015/7/1,22,1372,2,9,121,0,0.954545455,0.999271137,NA,NA,18205,820163,121,1372,9,22,0.746511947,0.951771143,0.903781928,0.968861247
10,420,eugenp/tutorials,2015/10/1,34,1509,6,20,137,4,0.931372549,0.997791032,0.925,0.981751825,12046,832209,137,1509,20,34,0.679194666,0.960401774,0.807633239,0.966555884
11,421,eugenp/tutorials,2016/1/1,53,1964,9,31,455,3,0.939203354,0.998019914,0.967741935,0.997802198,44232,876441,455,1964,31,53,0.688536203,0.953369541,0.838669534,0.960224137
12,422,eugenp/tutorials,2016/4/1,85,2257,18,45,293,9,0.962091503,0.997292374,0.958024691,0.991277967,51011,927452,293,2257,45,85,0.712046956,0.946730423,0.888948341,0.956270928
13,423,eugenp/tutorials,2016/7/1,139,3088,22,76,831,4,0.96795291,0.997556524,0.980263158,0.998194946,66475,993927,831,3088,76,139,0.620593607,0.931100501,0.832022112,0.948238285
14,424,eugenp/tutorials,2016/10/1,182,4173,22,87,1085,0,0.975524476,0.998191839,NA,NA,253491,1247418,1085,4173,87,182,0.927815611,0.930554542,0.958757694,0.951192708
15,425,eugenp/tutorials,2017/1/1,232,5004,37,95,831,15,0.978448276,0.998536306,0.986666667,0.998315283,138400,1385818,831,5004,95,232,0.765051962,0.912821764,0.871388119,0.943610444
16,426,eugenp/tutorials,2017/4/1,266,5713,42,89,709,5,0.976369495,0.998391305,0.975280899,0.996897038,657315,2043133,709,5713,89,266,0.951801025,0.924612327,0.971914944,0.953619434
17,427,eugenp/tutorials,2017/7/1,302,6332,52,90,619,10,0.977585329,0.998560426,0.988888889,0.998384491,445403,2488536,619,6332,90,302,0.943378181,0.929990425,0.959598037,0.955056583
18,428,eugenp/tutorials,2017/10/1,364,7127,56,117,795,4,0.978414443,0.998541763,0.987179487,0.998113208,123867,2612403,795,7127,117,364,0.818571115,0.929881139,0.902802773,0.952620332
19,429,eugenp/tutorials,2018/1/1,427,7889,67,123,762,11,0.976406026,0.998268891,0.980044346,0.995347173,731197,3343600,762,7889,123,427,0.95002486,0.935634606,0.980503285,0.958827546
20,430,eugenp/tutorials,2018/4/1,506,8674,74,147,785,7,0.976070933,0.998158523,0.981535471,0.996542311,92914,3436514,785,8674,147,506,0.737706779,0.933826428,0.862295856,0.956271636
21,431,eugenp/tutorials,2018/7/1,581,9991,91,157,1317,17,0.973312402,0.998045494,0.975646309,0.997096789,184669,3621183,1317,9991,157,581,0.788617708,0.926386428,0.902035303,0.953587063
22,432,eugenp/tutorials,2018/10/1,651,11261,106,171,1270,15,0.972176332,0.998037977,0.984015595,0.997847769,133797,3754980,1270,11261,171,651,0.814530001,0.924507543,0.919585869,0.952855349
23,433,eugenp/tutorials,2019/1/1,712,12518,118,155,1257,12,0.972814702,0.998099009,0.989247312,0.99840891,116606,3871586,1257,12518,155,712,0.776822538,0.921242821,0.921427386,0.952388463
24,434,eugenp/tutorials,2019/4/1,754,13807,125,138,1289,7,0.972912467,0.9981337,0.986542443,0.998337582,90503,3962089,1289,13807,138,754,0.774607625,0.919840543,0.916632066,0.952196494
25,435,eugenp/tutorials,2019/7/1,801,15074,127,135,1267,2,0.974018697,0.998221373,0.985185185,0.998421468,313050,4275139,1267,15074,135,801,0.911305475,0.919015619,0.966585253,0.953398822
26,436,eugenp/tutorials,2019/10/1,854,16478,138,141,1404,11,0.971506635,0.998079125,0.968407479,0.995532246,81161,4356300,1408,16482,141,854,0.704227224,0.91583683,0.880291201,0.952384561
27,437,eugenp/tutorials,2020/1/1,895,17975,165,130,1497,27,0.974464195,0.998348885,0.990598291,0.999183552,102547,4458847,1505,17987,131,896,0.775701948,0.912773784,0.925567667,0.95233377
28,438,eugenp/tutorials,2020/4/1,957,19362,169,141,1387,4,0.974915447,0.998401371,0.989361702,0.998918529,373757,4832604,1452,19439,148,963,0.934894656,0.916060589,0.972555304,0.954054289
29,439,eugenp/tutorials,2020/7/1,964,19655,169,54,293,0,0.975097596,0.998425202,NA,NA,93991,4926595,1184,20623,120,1001,0.807737179,0.915155998,0.930242004,0.953869225
0,440,Blankj/AndroidUtilCode,2016/7/1,7,138,0,7,138,0,NA,NA,NA,NA,32673,32673,138,138,7,7,0.886573011,0.886573011,0.774845231,0.774845231
1,441,Blankj/AndroidUtilCode,2016/10/1,11,264,0,6,126,0,NA,NA,NA,NA,16313,48986,126,264,6,11,0.836204254,0.856624342,0.797103169,0.792237528
2,442,Blankj/AndroidUtilCode,2017/1/1,14,337,0,5,73,0,NA,NA,NA,NA,5944,54930,73,337,5,14,0.981493943,0.867983027,0.802359055,0.799714897
3,443,Blankj/AndroidUtilCode,2017/4/1,16,465,56,4,128,56,0.9375,0.996697389,0.75,0.988002232,30411,85341,128,465,4,16,0.987592209,0.892914308,0.892180021,0.832557288
4,444,Blankj/AndroidUtilCode,2017/7/1,19,570,166,5,105,110,0.947368421,0.990572818,0.8,0.959480519,16152,101493,105,570,5,19,0.997833086,0.924403106,0.759428458,0.820574118
5,445,Blankj/AndroidUtilCode,2017/10/1,23,662,166,6,92,0,0.956521739,0.99188294,NA,NA,9979,111472,92,662,6,23,0.987774326,0.941924266,0.858639406,0.825832995
6,446,Blankj/AndroidUtilCode,2018/1/1,23,794,205,3,132,39,0.956521739,0.989709406,0.666666667,0.972610723,11885,123357,132,794,3,23,0.99991586,0.947509335,0.801028302,0.825970636
7,447,Blankj/AndroidUtilCode,2018/4/1,25,879,445,4,85,240,0.96,0.987910163,0.75,0.955784314,12495,135852,85,879,4,25,0.994344404,0.955819568,0.785175022,0.822081909
8,448,Blankj/AndroidUtilCode,2018/7/1,25,922,449,1,43,4,0.96,0.988040427,0,0.965116279,6165,142017,43,922,1,25,1,0.957737454,0.792754799,0.820336032
9,449,Blankj/AndroidUtilCode,2018/10/1,31,1008,505,8,86,56,0.967741935,0.987869323,0.875,0.983803987,53066,195083,86,1008,8,31,0.996435705,0.973968345,0.938072234,0.853404031
10,450,Blankj/AndroidUtilCode,2019/1/1,34,1114,863,5,106,358,0.970588235,0.989312261,0.8,0.980499631,1162751,1357834,106,1114,5,34,0.999626747,0.996392383,0.993513249,0.974584459
11,451,Blankj/AndroidUtilCode,2019/4/1,35,1166,918,4,52,55,0.971179583,0.988353756,0.713636364,0.956993007,28064,1385898,52,1166,4,35,0.970187191,0.996305475,0.934737407,0.973634952
12,452,Blankj/AndroidUtilCode,2019/7/1,35,1217,1019,2,51,101,0.971204262,0.986850498,0.5,0.945447486,24052,1409950,51,1217,2,35,0.998586396,0.996365662,0.853826709,0.971896281
13,453,Blankj/AndroidUtilCode,2019/10/1,36,1229,1095,3,12,76,0.97201928,0.985849579,0.666666667,0.855263158,13919,1423869,20,1237,4,37,0.988696506,0.996474122,0.922725846,0.97140985
14,454,Blankj/AndroidUtilCode,2020/1/1,36,1232,1095,1,3,0,0.97201928,0.985884036,0,NA,5167,1429036,10,1247,1,37,1,0.99648687,0.687461024,0.970679232
0,455,facebook/fresco,2015/1/1,2,2,186,2,2,186,0.5,0.5,0.5,0.5,609366,609366,163,163,22,22,0.985715364,0.985715364,0.994439677,0.994439677
1,456,facebook/fresco,2015/4/1,29,228,233,28,226,47,0.940654136,0.989213915,0.853343465,0.972415741,18983,628349,179,342,23,39,0.917313577,0.987091652,0.880394463,0.991497114
2,457,facebook/fresco,2015/7/1,39,342,258,15,114,25,0.938382031,0.987578766,0.773333333,0.959649123,6025,634374,68,410,13,47,0.798921162,0.987373173,0.796450115,0.989816486
3,458,facebook/fresco,2015/10/1,47,410,274,13,68,16,0.944401305,0.98586434,0.817307692,0.948529412,6209,640583,84,494,24,63,0.864782539,0.98913812,0.794367678,0.98796906
4,459,facebook/fresco,2016/1/1,67,573,330,30,163,56,0.955947535,0.981871067,0.942857143,0.958150745,15507,656090,171,665,34,85,0.860856583,0.988233358,0.712761978,0.981970976
5,460,facebook/fresco,2016/4/1,93,723,370,37,150,40,0.951525719,0.978296138,0.845945946,0.943333333,5516,661606,127,792,25,100,0.788524293,0.988683674,0.688657527,0.979719433
6,461,facebook/fresco,2016/7/1,105,865,415,19,142,45,0.939850832,0.974145832,0.774269006,0.933489828,16842,678448,209,1001,21,112,0.856917231,0.987042791,0.667078869,0.972303425
7,462,facebook/fresco,2016/10/1,117,1108,554,18,243,139,0.940016662,0.959099558,0.848521183,0.8829677,871234,1549682,205,1206,22,126,0.995710846,0.987194255,0.991804941,0.983780021
8,463,facebook/fresco,2017/1/1,132,1245,604,24,137,50,0.948800923,0.956876513,0.951666667,0.928759124,26667,1576349,136,1342,22,140,0.900115534,0.987186364,0.902006225,0.982537032
9,464,facebook/fresco,2017/4/1,142,1378,668,21,133,64,0.952159062,0.951096356,0.885416667,0.870770677,23320,1599669,134,1476,23,152,0.918758771,0.987017314,0.930941849,0.981885932
10,465,facebook/fresco,2017/7/1,156,1498,707,23,120,39,0.954112719,0.949030579,0.871794872,0.910042735,2765,1602434,60,1536,24,169,0.735639594,0.987737189,0.64841389,0.98138104
11,466,facebook/fresco,2017/10/1,175,1558,728,24,60,21,0.954050235,0.948257134,0.831349206,0.918253968,14502,1616936,59,1595,18,180,0.935497741,0.9876807,0.926297918,0.98091293
12,467,facebook/fresco,2018/1/1,187,1613,767,18,55,39,0.956082801,0.947178684,0.893162393,0.910955711,12115,1629051,65,1660,17,191,0.958285184,0.987970555,0.929857099,0.980539706
13,468,facebook/fresco,2018/4/1,200,1693,862,22,80,95,0.957552204,0.947993855,0.894258373,0.936710526,44261,1673312,136,1796,32,213,0.974968133,0.987193413,0.939404224,0.979397145
14,469,facebook/fresco,2018/7/1,219,1835,971,31,142,109,0.952875396,0.94367839,0.880733945,0.888163845,84988,1758300,75,1871,27,226,0.98174946,0.986208805,0.982878982,0.979361769
15,470,facebook/fresco,2018/10/1,227,1876,1036,16,41,65,0.948684367,0.941976892,0.725961538,0.855534709,13471,1771771,55,1926,15,233,0.954134278,0.985999923,0.963688802,0.979245343
16,471,facebook/fresco,2019/1/1,237,1954,1199,18,78,163,0.95531086,0.942996253,0.917859577,0.921267894,18198,1789969,86,2012,18,248,0.968878287,0.98627455,0.884113962,0.978292605
17,472,facebook/fresco,2019/4/1,251,2039,1341,18,85,142,0.951689142,0.93882198,0.750391236,0.836619718,14335,1804304,76,2088,23,263,0.911665663,0.985981692,0.882034182,0.977501442
18,473,facebook/fresco,2019/7/1,276,2139,1422,30,100,81,0.954284637,0.937408479,0.908230453,0.905308642,83330,1887634,166,2254,40,295,0.981455874,0.986320445,0.968743186,0.976999049
19,474,facebook/fresco,2019/10/1,301,2285,1554,35,146,132,0.953505475,0.935555311,0.862770563,0.905354919,4894,1892528,100,2354,20,308,0.834792334,0.986400363,0.727648368,0.976444253
20,475,facebook/fresco,2020/1/1,314,2405,1813,22,120,259,0.954077241,0.941429477,0.899438399,0.970559846,6123,1898651,137,2491,20,317,0.8143325,0.986337595,0.78459473,0.976009432
21,476,facebook/fresco,2020/4/1,318,2551,2098,16,146,285,0.956883165,0.938582937,0.865131579,0.876015381,54884,1953535,115,2606,20,326,0.987309119,0.986550384,0.983419256,0.976242498
22,477,facebook/fresco,2020/7/1,322,2573,2109,11,22,11,0.957618783,0.938669928,0.876033058,0.938016529,5139,1958674,116,2722,18,332,0.802181702,0.986460592,0.751980169,0.975780557
0,478,facebook/stetho,2015/1/1,9,120,65,9,120,65,0.868376068,0.959102564,0.868376068,0.959102564,17203,17203,120,120,9,9,0.946143115,0.946143115,0.949058133,0.949058133
1,479,facebook/stetho,2015/4/1,13,218,106,8,98,41,0.905660377,0.958888697,0.838414634,0.955450473,5795,22998,98,218,8,13,0.759102675,0.934363858,0.872093789,0.928433368
2,480,facebook/stetho,2015/7/1,23,305,200,14,87,94,0.866956522,0.94557377,0.667173252,0.910002446,11725,34723,87,305,14,23,0.809834345,0.89010428,0.916935588,0.923248203
3,481,facebook/stetho,2015/10/1,25,341,212,10,36,12,0.879245283,0.948486693,0.883333333,0.967592593,2399,37122,36,341,10,25,0.945996017,0.901545355,0.964413744,0.926464567
4,482,facebook/stetho,2016/1/1,27,377,215,6,36,3,0.887166236,0.95162544,0.833333333,0.953703704,967,38089,36,377,6,27,0.734022751,0.895911802,0.903442163,0.927558523
5,483,facebook/stetho,2016/4/1,30,391,215,4,14,0,0.898449612,0.953357521,NA,NA,215,38304,14,391,4,30,0.872868217,0.901497638,0.850447227,0.927804688
6,484,facebook/stetho,2016/7/1,33,424,227,7,33,12,0.891736751,0.955375696,0.857142857,0.96969697,796,39100,33,424,7,33,0.916666667,0.899678708,0.910254397,0.928187045
7,485,facebook/stetho,2016/10/1,35,438,229,5,14,2,0.898066126,0.955863293,0.8,0.928571429,207,39307,14,438,5,35,0.763285024,0.904158667,0.834262356,0.928247739
8,486,facebook/stetho,2017/1/1,40,492,270,10,54,41,0.881296296,0.952694971,0.826829268,0.924570912,2710,42017,54,492,10,40,0.866420664,0.895888294,0.87413493,0.924260993
9,487,facebook/stetho,2017/4/1,41,501,270,2,9,0,0.884191509,0.953544762,NA,NA,36,42053,9,501,2,41,0.944444444,0.898530426,0.895833333,0.925099184
10,488,facebook/stetho,2017/7/1,45,510,272,6,9,2,0.891666667,0.953532295,0.833333333,0.888888889,25,42078,9,510,6,45,0.616,0.907039524,0.63,0.92593902
11,489,facebook/stetho,2017/10/1,48,527,272,5,17,0,0.8984375,0.955031253,NA,NA,29,42107,17,527,5,48,0.775862069,0.912616743,0.831896552,0.927797289
12,490,facebook/stetho,2018/1/1,49,528,272,1,1,0,0.900510204,0.955116422,0,0,1,42108,1,528,1,49,1,0.914391762,1,0.92790933
13,491,facebook/stetho,2018/4/1,52,531,272,3,3,0,0.90625,0.955370001,NA,NA,86,42194,3,531,3,52,0.686046512,0.917656725,0.686046512,0.927444482
14,492,facebook/stetho,2018/7/1,55,546,272,4,15,0,0.911363636,0.9565961,NA,NA,375,42569,15,546,4,55,0.708444444,0.916728658,0.830857143,0.92665266
15,493,facebook/stetho,2018/10/1,56,563,276,3,17,4,0.908643892,0.956753417,0.666666667,0.941176471,363,42932,17,563,3,56,0.966942149,0.915235933,0.945592287,0.926904269
16,494,facebook/stetho,2019/1/1,57,579,276,3,16,0,0.910246631,0.957948487,NA,NA,915,43847,16,579,3,57,0.998907104,0.91620782,0.979453552,0.927346846
19,495,facebook/stetho,2019/10/1,58,580,276,1,1,0,0.911794103,0.95802099,0,0,0,43847,1,580,1,58,1,0.917677858,1,0.927472327
0,496,didi/DoraemonKit,2018/7/1,2,26,0,2,26,0,NA,NA,NA,NA,17663,17663,53,53,5,5,0.997791995,0.997791995,0.983061071,0.983061071
1,497,didi/DoraemonKit,2018/10/1,12,140,95,11,114,95,0.916666667,0.992857143,0.909090909,0.99122807,33720,51383,106,159,13,16,0.94363879,0.93490973,0.971978761,0.971172557
2,498,didi/DoraemonKit,2019/1/1,36,273,121,28,133,26,0.972222222,0.99385463,0.964285714,0.983805668,17862,69245,144,303,28,38,0.941912689,0.962363172,0.933879244,0.961136554
3,499,didi/DoraemonKit,2019/4/1,47,408,189,23,135,68,0.977372509,0.991817097,0.948849105,0.98453159,19345,88590,134,437,26,50,0.806730421,0.947024011,0.904382823,0.949831354
4,500,didi/DoraemonKit,2019/7/1,57,544,212,19,136,23,0.977656405,0.992178829,0.929061785,0.989450128,46413,135003,180,617,22,65,0.883464506,0.921090411,0.965137633,0.953784168
5,501,didi/DoraemonKit,2019/10/1,78,732,435,28,188,223,0.97297377,0.993508574,0.964285714,0.992438699,45107,180110,159,776,20,79,0.92106955,0.92991135,0.904689637,0.944239295
6,502,didi/DoraemonKit,2020/1/1,81,995,460,7,263,25,0.973537305,0.99342364,0.788571429,0.968212928,59240,239350,379,1155,14,87,0.897735418,0.939030708,0.87933373,0.929130281
7,503,didi/DoraemonKit,2020/4/1,89,1261,527,13,266,67,0.97754941,0.992519716,0.923076923,0.983671866,72145,311495,170,1325,13,94,0.962695497,0.951936473,0.927473969,0.929696699
0,504,scwang90/SmartRefreshLayout,2017/4/1,3,152,20,3,152,20,0.433333333,0.974342105,0.433333333,0.974342105,56742,56742,507,507,6,6,0.805280039,0.805280039,0.890356015,0.890356015
1,505,scwang90/SmartRefreshLayout,2017/7/1,7,534,20,7,382,0,0.757142857,0.992696629,NA,NA,5167,61909,104,611,5,8,0.633443004,0.853753089,0.845122426,0.887214153
2,506,scwang90/SmartRefreshLayout,2017/10/1,8,648,52,4,114,32,0.735576923,0.989316239,0.734375,0.969298246,14089,75998,111,722,2,8,0.995031585,0.774798585,0.804587718,0.875420037
3,507,scwang90/SmartRefreshLayout,2018/1/1,9,789,239,3,141,187,0.861924686,0.987055274,0.666666667,0.959684454,3639,79637,83,805,3,8,0.86424842,0.760599434,0.886768678,0.877523929
4,508,scwang90/SmartRefreshLayout,2018/4/1,9,855,248,3,66,9,0.850358423,0.986842105,0.666666667,0.974747475,2771,82408,48,853,4,8,0.943462047,0.758223889,0.865061388,0.877012801
5,509,scwang90/SmartRefreshLayout,2018/7/1,9,902,250,3,47,2,0.848888889,0.987166297,0.666666667,0.978723404,1252,83660,28,881,2,8,0.977635783,0.761603087,0.864986392,0.876731141
6,510,scwang90/SmartRefreshLayout,2018/10/1,9,961,256,2,59,6,0.844618056,0.987000845,0.5,0.966101695,3896,87556,47,928,2,8,0.716119097,0.768601972,0.772185519,0.872173583
7,511,scwang90/SmartRefreshLayout,2019/1/1,10,994,280,3,33,24,0.846428571,0.986483185,0.666666667,0.962121212,2170,89726,31,959,4,9,0.565591398,0.792008448,0.70764977,0.868527505
8,512,scwang90/SmartRefreshLayout,2019/4/1,10,1039,296,3,45,16,0.825,0.985302916,0.416666667,0.936111111,18944,108670,65,1024,4,9,0.748803491,0.769630533,0.920431601,0.878852573
9,513,scwang90/SmartRefreshLayout,2019/7/1,10,1094,309,4,55,13,0.8197411,0.984431113,0.75,0.948251748,84,108754,6,1030,2,9,0.904761905,0.769790077,0.752380952,0.878972225
10,514,scwang90/SmartRefreshLayout,2019/10/1,10,1104,310,3,10,1,0.819354839,0.984385227,0.666666667,0.9,690,109444,7,1037,1,9,1,0.771241457,0.458937198,0.877352837
11,515,scwang90/SmartRefreshLayout,2020/1/1,10,1111,310,1,7,0,0.819354839,0.98448361,0,NA,846,110290,14,1051,1,9,1,0.772996192,0.719949082,0.876053556
12,516,scwang90/SmartRefreshLayout,2020/4/1,10,1118,314,1,7,4,0.817834395,0.983911215,0,0.714285714,275,110565,15,1066,2,9,0.992727273,0.773551757,0.667012987,0.876061196
0,517,wix/react-native-navigation,2016/1/1,4,48,0,4,48,0,NA,NA,NA,NA,13580,13580,152,152,9,9,0.808781296,0.808781296,0.865137668,0.865137668
1,518,wix/react-native-navigation,2016/4/1,13,231,0,12,183,0,NA,NA,NA,NA,18150,31730,578,730,13,17,0.884214876,0.846883864,0.766978434,0.812963114
